17,7,Sul,1.5336013166288545
17,7,Norte,0.6737642099271874
17,7,Este,2.453685676128143
17,7,Oeste,25.987168866391364
16,7,Sul,4.428725776171195
16,7,Este,11.387939780292307
17,8,Sul,-9.550223213064768
17,8,Norte,6.694198573620342
16,7,Oeste,30.36195619380105
15,7,Oeste,35.45463449769598
14,7,Este,12.605005438621792
14,7,Oeste,41.10869010812354
13,7,Norte,9.426598899078812
13,7,Oeste,47.66137812402693
12,7,Sul,12.67295022948065
12,8,Norte,29.269732355636606
12,7,Este,24.815158856770626
13,7,Este,17.68499462774543
13,7,Sul,4.495565834648106
13,8,Norte,17.205088782509513
12,8,Este,0.33506176908979607
13,8,Oeste,0.6464937875078913
12,8,Oeste,-7.856720263212639
12,8,Sul,-9.872186023644378
13,8,Sul,-9.996972380951359
14,7,Norte,1.90959778059217
15,7,Este,13.937408736244517
15,7,Norte,5.635262754571775
15,7,Sul,7.5281725034928275
15,8,Norte,16.828397029246936
16,7,Norte,2.439424094844576
15,8,Sul,-9.147940102758465
15,8,Oeste,-8.907644860451233
15,8,Este,-8.903758294926682
12,7,Oeste,54.622909095808396
11,7,Norte,62.78040308765352
11,6,Oeste,71.75921220716992
10,6,Sul,26.795600388352923
10,7,Este,13.898123963347885
11,7,Oeste,24.198259085759254
10,7,Sul,-1.4818200970061541
11,7,Este,26.1467149817216
12,7,Norte,19.956929241196
12,6,Este,-4.972634108870196
12,6,Norte,-1.5466885470708083
12,6,Sul,5.988142999976766
10,7,Norte,47.79190854543123
12,6,Oeste,45.76828180981141
11,6,Sul,31.80046499411697
10,6,Norte,82.27851553502545
10,5,Sul,48.14073628136476
10,6,Oeste,37.43961735858158
10,7,Oeste,2.4998940397806786
9,7,Sul,-0.006362685441130521
9,8,Oeste,4.1814248092777403e-11
8,8,Este,-0.00014334111979667798
9,8,Sul,-9.995889016832942
8,8,Norte,4.640004465128302e-10
8,7,Oeste,0.0
7,7,Este,-0.007855078238380242
8,7,Este,0.002798317609321467
9,7,Norte,-9.8446764867736
9,8,Norte,-0.014780882937521014
9,8,Este,-9.996300115149648
9,7,Este,13.409451912351768
8,7,Norte,-9.983826907300102
8,7,Sul,0.0
9,7,Oeste,-0.004638397686235867
7,7,Sul,0.0
7,8,Este,-0.0024650347048978368
8,8,Oeste,-0.6561000000000001
7,8,Oeste,-0.022528399544939168
6,8,Oeste,-9.996300115149648
6,8,Este,0.0
7,8,Sul,-9.997815254994716
8,8,Sul,-9.982029897000857
6,8,Norte,-0.06693880981056052
6,7,Oeste,-0.5623441543826326
5,7,Oeste,0.0
4,7,Sul,-9.990449950492033
4,7,Norte,-9.98003321888984
4,7,Oeste,0.0
3,7,Oeste,0.0
2,7,Norte,0.0
2,6,Sul,0.0
2,6,Este,-9.690968456173675
2,6,Norte,0.0
2,5,Este,-9.282102012308147
2,5,Norte,0.0
2,4,Oeste,0.0
1,4,Este,0.0
2,4,Sul,0.0
2,5,Sul,0.0
2,5,Oeste,0.0
1,5,Norte,0.0
1,4,Oeste,-8.499053647030008
2,4,Norte,-1.0
2,3,Este,-7.4581341716709995
2,3,Oeste,0.0
1,3,Oeste,-6.12579511
1,3,Este,0.0
1,3,Norte,0.0
1,2,Norte,0.0
1,1,Este,0.0
2,1,Este,0.0
3,1,Norte,-7.17570463519
3,1,Este,0.0
4,1,Sul,-5.217031
4,1,Este,-6.8618940391
4,1,Oeste,0.0
3,1,Oeste,0.0
4,1,Norte,-6.12579511
3,1,Sul,-7.712320754503899
2,1,Sul,0.0
2,2,Este,-6.5132155990000005
2,2,Sul,0.0
2,3,Sul,0.0
2,4,Este,-8.332281830033342
1,4,Sul,0.0
1,5,Sul,0.0
1,6,Este,0.0
2,7,Este,0.0
3,7,Sul,-9.953616023134119
3,7,Este,0.0
4,7,Este,0.0
5,7,Norte,0.0
5,6,Norte,0.0
5,5,Oeste,0.0
4,5,Sul,-9.749684449500677
4,5,Norte,0.0
4,4,Norte,0.0
4,3,Oeste,-9.418502629969598
4,3,Este,1.7130402376560958e-11
5,3,Este,2.0540010312050704e-08
6,3,Este,2.272205588838054e-07
7,3,Oeste,6.869362849618828e-08
6,3,Sul,-0.5904899992644885
6,4,Norte,8.172351445519231e-09
7,3,Este,4.445213097828757
8,3,Oeste,0.551912531944679
8,3,Sul,3.15917027531893
8,4,Sul,0.7216501690180493
8,5,Este,1.8196134828447712
9,5,Oeste,0.4098562740291919
8,5,Oeste,-9.917293800588197
8,5,Norte,4.50836918348427
8,5,Sul,-9.672030397300114
9,5,Norte,72.41732691407046
9,4,Sul,17.351433306268085
9,5,Sul,7.167333710750782
9,4,Oeste,7.986086748105317
9,5,Este,15.993743741232423
10,5,Norte,94.11738973810482
10,4,Este,62.650418610160784
10,4,Sul,52.46224132048407
10,5,Oeste,43.52858992613682
8,4,Este,25.26031990951599
8,4,Norte,8.048156105454499
8,4,Oeste,-7.02903620081938
9,4,Norte,112.25525253495833
9,3,Este,81.4457197153166
10,3,Sul,59.470414972074586
10,4,Norte,107.54523617358164
10,3,Norte,50.59517534751767
10,3,Este,41.933675546069715
11,3,Oeste,75.77272753937632
10,3,Oeste,122.59186393864512
9,3,Sul,69.90272011613128
9,4,Este,31.724330515812454
10,4,Oeste,65.20022119653925
7,3,Norte,5.820421037432581e-07
7,2,Este,-9.416651029963505
7,2,Norte,0.0003164779992195531
7,1,Oeste,1.4991006910826596e-05
7,1,Sul,0.005015334120570436
7,2,Oeste,0.00046715954685459425
6,2,Norte,-0.23099564365994668
6,2,Este,0.0035202155791648412
6,2,Oeste,-8.499053103292278
6,2,Sul,2.8459599907896324e-11
6,3,Oeste,2.3824055338687793e-11
5,3,Norte,-7.941088679044493
5,3,Sul,8.114401125739402e-13
5,4,Este,0.0
6,4,Oeste,8.114401125739402e-13
5,4,Oeste,-0.9
4,4,Este,8.114401125739402e-13
6,4,Sul,-0.31381059590778665
6,5,Sul,-8.90581010859046
6,5,Este,-8.499053646963812
6,5,Norte,1.6796762963103764e-09
6,5,Oeste,0.0
4,5,Oeste,-9.88027484817438
4,5,Este,0.0
5,5,Este,0.0
6,4,Este,-9.113706186637279
5,5,Norte,0.0
5,4,Sul,0.0
5,4,Norte,9.016001250821557e-12
6,3,Norte,5.33631084408114e-07
6,1,Sul,3.7746416719946706e-12
6,1,Este,0.00046637732842213055
7,2,Sul,0.12964506932302094
5,5,Sul,0.0
5,6,Este,-9.476652366972639
5,6,Oeste,-9.282102012308147
5,6,Sul,0.0
5,7,Sul,-9.958254420820706
5,7,Este,0.0
6,7,Este,-0.042391158275216195
17,8,Oeste,-9.99775283653048
17,8,Este,-9.763345267585313
14,7,Sul,2.176621716104346
7,7,Norte,-9.92144832788721
6,8,Sul,-9.98003321888984
6,7,Norte,-9.986899794913624
11,7,Sul,27.689114539708545
7,8,Norte,0.0
6,7,Sul,0.0
7,7,Oeste,0.0
6,1,Norte,-7.941088679019042
7,3,Sul,-9.835143624903552
5,3,Oeste,8.114401125739402e-13
8,3,Este,70.6029385776666
9,3,Norte,139.15340289896528
9,2,Norte,157.56187377948146
9,1,Norte,97.5095325778342
9,1,Sul,105.27669425610159
9,2,Este,86.32613054236076
9,2,Oeste,90.65927092688415
9,2,Sul,70.10107738772692
9,1,Oeste,112.71090386563756
9,1,Este,178.26962823312311
10,1,Norte,132.47492394296881
10,1,Sul,147.5573671884129
10,1,Oeste,120.77157768604283
9,3,Oeste,36.2791170070862
8,3,Norte,2.1901283310110107
11,3,Sul,6.833204132863642
11,3,Norte,0.34784227664161893
11,3,Este,1.762458147821779
12,3,Norte,-9.929188445621161
12,3,Sul,3.505440207063258e-08
12,4,Este,9.849398034560601e-12
13,4,Norte,5.759881891555906e-11
13,3,Oeste,0.0006147118886542049
12,4,Norte,9.229901553299665e-05
12,3,Oeste,15.49323419934949
12,3,Este,3.21743530161078e-05
13,3,Norte,-9.852184747402934
13,3,Sul,7.63942229827415e-12
13,4,Sul,0.0
13,5,Este,0.0
14,5,Sul,-9.690968456173675
14,5,Oeste,0.0
13,5,Oeste,-9.797244404095547
13,5,Norte,2.728365106526482e-12
13,5,Sul,-8.784233454094307
13,4,Oeste,1.4275891578392326e-09
13,4,Este,-9.353891811074604
13,3,Este,-9.921433359351385
12,4,Oeste,-9.835767942129646
12,4,Sul,-9.892247359491362
13,8,Este,-9.41717267173273
11,6,Norte,26.218461398490334
11,5,Este,-1.4847612212737098
11,5,Oeste,61.49520980153165
10,6,Este,42.00547902846371
10,5,Este,30.54415319336383
3,7,Norte,-9.852191170585654
11,6,Este,20.6450499757077
10,1,Este,201.38965943467844
11,1,Norte,143.07116798468445
11,1,Este,226.78267633022247
12,1,Oeste,146.40239730462582
12,1,Norte,166.6397911767359
12,1,Sul,167.3866504114794
11,1,Sul,154.96322834918308
11,1,Oeste,142.55669741132857
11,5,Norte,-3.6987002093493295
11,5,Sul,7.7444051051744225
14,5,Norte,-9.749684449500677
14,5,Este,0.0
15,5,Oeste,0.0
15,5,Este,4.893508728000002e-05
16,5,Sul,-5.217031
